iterations,stockname,recipe,numpossibletrades,optimalcount,gftratioformula,optimalcountwithgftzero,optimalgft,optimalgftwithgftzero,SBBExternalCompetitioncount,SBBExternalCompetitioncountratio,SBBExternalCompetitiontotalgft,SBBExternalCompetitiontotalgftratio,SBBExternalCompetitionwithoutgftzerocountratio,SBBExternalCompetitionwithoutgftzerototalgft,SBBExternalCompetitionwithoutgftzerototalgftratio,SBBExternalCompetitionmarketgft,SBBExternalCompetitionmarketgftratio,SBBAscendingPricescount,SBBAscendingPricescountratio,SBBAscendingPricestotalgft,SBBAscendingPricestotalgftratio,SBBAscendingPriceswithoutgftzerocountratio,SBBAscendingPriceswithoutgftzerototalgft,SBBAscendingPriceswithoutgftzerototalgftratio,SBBAscendingPricesmarketgft,SBBAscendingPricesmarketgftratio
303,Average,2:3,2,0.99,1.183,0.99,309723.46,309723.46,0.54,52.87,222354.93,51.843,52.87,222354.93,51.843,222354.93,51.843,0.54,52.87,213629.30,50.827,52.87,213629.30,50.827,213629.30,50.827
303,Average,2:3,3,1.50,16.946,1.50,484757.99,484757.99,1.03,72.12,402980.98,77.606,72.12,402980.98,77.606,402980.98,77.606,1.03,72.12,376704.26,74.438,72.12,376704.26,74.438,376704.26,74.438
303,Average,2:3,4,1.99,31.263,1.99,669607.75,669607.75,1.53,78.23,590427.23,84.525,78.23,590427.23,84.525,590427.23,84.525,1.53,78.23,563524.65,81.860,78.23,563524.65,81.860,563524.65,81.860
303,Average,2:3,5,2.50,41.276,2.50,850680.19,850680.19,2.04,82.74,776926.46,88.318,82.74,776926.46,88.318,776926.46,88.318,2.04,82.74,747666.17,86.081,82.74,747666.17,86.081,747666.17,86.081
303,Average,2:3,10,5.00,66.141,5.00,1696302.99,1696302.99,4.54,91.08,1621307.49,94.444,91.08,1621307.49,94.444,1621307.49,94.444,4.54,91.08,1589309.08,93.236,91.08,1589309.08,93.236,1589309.08,93.236
303,Average,2:3,15,7.49,76.165,7.49,2553616.70,2553616.70,7.03,94.00,2479184.93,96.400,94.00,2479184.93,96.400,2479184.93,96.400,7.03,94.00,2444413.30,95.554,94.00,2444413.30,95.554,2444413.30,95.554
303,Average,2:3,25,12.50,85.076,12.50,4246850.39,4246850.39,12.04,96.37,4178099.86,97.867,96.38,4178099.86,97.867,4178099.86,97.867,12.04,96.37,4141957.32,97.340,96.38,4141957.32,97.340,4141957.32,97.340
303,Average,2:3,50,24.98,92.273,24.98,8534549.56,8534549.56,24.52,98.17,8467519.36,98.928,98.17,8467519.36,98.928,8467519.36,98.928,24.52,98.17,8428871.97,98.666,98.17,8428871.97,98.666,8428871.97,98.666
303,Average,2:3,100,50.01,96.071,50.01,17182121.24,17182121.24,49.56,99.09,17113052.44,99.474,99.10,17113052.44,99.474,17113052.44,99.474,49.56,99.09,17075988.41,99.344,99.10,17075988.41,99.344,17075988.41,99.344
303,Average,2:3,500,250.04,99.202,250.08,85898459.14,85898459.14,249.66,99.83,85832909.34,99.896,99.85,85832909.34,99.896,85832909.34,99.896,249.66,99.83,85792963.14,99.868,99.85,85792963.14,99.868,85792963.14,99.868
303,Average,2:3,1000,499.96,99.600,500.10,171999454.69,171999454.69,499.68,99.91,171930958.79,99.947,99.94,171930958.79,99.947,171930958.79,99.947,499.68,99.91,171890926.66,99.933,99.94,171890926.66,99.933,171890926.66,99.933
